gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,CCL,County Council,Council Central Staff,Fulltime-Regular,Program Manager I,08/01/2010,2010,84019.97
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Fire/Rescue Captain,08/04/1982,1982,120117.06
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,61390.5
M,DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,Fulltime-Regular,Public Service Craftsworker I,11/05/2001,2001,48641.37
F,POL,Department of Police,MSB Personnel Division Recruitment Section,Fulltime-Regular,Police Officer III,01/17/2006,2006,86588.0
M,FRS,Fire and Rescue Services,Station 22,Fulltime-Regular,Firefighter/Rescuer II,01/14/2013,2013,52693.0
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,08/03/2009,2009,88700.01
F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Office Services Coordinator,12/27/1997,1997,64428.28
M,FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Firefighter/Rescuer III,03/19/2007,2007,65716.0
M,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,01/09/2006,2006,51062.83
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,03/05/2000,2000,62836.91
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,08/18/2014,2014,42053.83
M,POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,Fulltime-Regular,Police Officer III,01/04/1998,1998,68054.0
F,OCP,Office of Consumer Protection,Investigations,Fulltime-Regular,Manager III,04/04/2016,2016,129142.5
F,CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Office Services Coordinator,06/29/2003,2003,49336.78
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,12/14/2015,2015,39003.45
M,DLC,Department of Liquor Control,Olney,Parttime-Regular,Liquor Store Clerk I,10/02/2005,2005,35368.71
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Services Assistant,10/15/2007,2007,50671.75
M,DOT,Department of Transportation,Transit Operations and Planning,Fulltime-Regular,Transit Analyst,09/28/1983,1983,69222.18
M,LIB,Department of Public Libraries,Wheaton Library,Fulltime-Regular,Librarian II,10/08/2012,2012,77749.82
M,HHS,Department of Health and Human Services,Substance Abuse Prevention,Fulltime-Regular,Program Manager I,03/26/2012,2012,62517.39
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,01/06/1997,1997,55251.81
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,05/23/1988,1988,48258.81
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,07/11/2016,2016,50211.0
M,DOT,Department of Transportation,Transportation Technical Center,Fulltime-Regular,Transportation Systems Technician III,10/22/1989,1989,83497.98
F,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Senior Forensic Scientist,10/15/2007,2007,88440.86
F,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Supervisor,02/12/1996,1996,84974.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,08/18/1996,1996,66065.23
M,FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Fire/Rescue Lieutenant,07/24/1977,1977,106754.6
F,HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,04/22/2013,2013,66518.09
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Depot Supply Coordinator,01/06/1992,1992,66065.23
M,DOT,Department of Transportation,Transportation Management,Fulltime-Regular,Senior Information Technology Specialist,01/09/1989,1989,120768.0
F,HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Supervisory Therapist,08/14/1989,1989,104717.28
M,POL,Department of Police,Management Services Bureau,Fulltime-Regular,Police Lieutenant,01/15/1996,1996,119713.0
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Warehouse Equipment Operator,07/13/2006,2006,44476.25
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,07/11/2016,2016,59638.0
F,FIN,Department of Finance,Accounts Receivable,Fulltime-Regular,Administrative Specialist II,09/19/2005,2005,84974.0
M,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,Fulltime-Regular,Police Officer III,09/18/1995,1995,92756.7
M,POL,Department of Police,MSB Personnel Division,Parttime-Regular,Police Cadet,05/20/2013,2013,16049.0
M,DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Program Manager II,06/20/1988,1988,104717.28
M,POL,Department of Police,PSB 1st District Community Action Team,Fulltime-Regular,Police Officer III,07/14/2008,2008,68054.0
F,HHS,Department of Health and Human Services,Women's Health Services,Fulltime-Regular,Community Services Aide II,04/08/2013,2013,45384.51
M,DTS,Department of Technology Services,ESOD Server Support,Fulltime-Regular,Technology Expert,02/24/2014,2014,140794.0
F,BOE,Board of Elections,Polling Place Management,Fulltime-Regular,Principal Administrative Aide,01/02/2008,2008,56462.68
F,LIB,Department of Public Libraries,Gaithersburg Library,Fulltime-Regular,Library Associate,07/20/2013,2013,47940.3
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Administrative Specialist III,03/20/2006,2006,89919.38
M,POL,Department of Police,PSB 3rd District Community Action Team,Fulltime-Regular,Police Sergeant,12/03/2001,2001,103506.0
M,HRC,Office of Human Rights,Director,Fulltime-Regular,Manager I,09/22/2008,2008,166078.77
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/03/2008,2008,46626.87
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,08/18/2008,2008,19060.62
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,12/21/1986,1986,83497.98
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,08/20/2007,2007,72967.96
F,FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Fire/Rescue Lieutenant,09/04/2001,2001,97755.0
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Master Firefighter/Rescuer,02/08/1999,1999,99597.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,07/17/2000,2000,89620.0
F,BOE,Board of Elections,Absentee Voting,Fulltime-Regular,Office Services Coordinator,08/30/1999,1999,56588.09
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/04/2004,2004,43422.51
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator Apprentice,05/02/2016,2016,33395.15
M,DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Permitting Services Specialist II,06/11/1990,1990,100849.36
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer III,03/19/2007,2007,70766.0
M,DEP,Department of Environmental Protection,Watershed Restoration and Capital Projects,Fulltime-Regular,Senior Engineer,01/04/2010,2010,112899.0
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Fire/Rescue Lieutenant,11/17/1997,1997,97755.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),08/19/2002,2002,74713.0
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer III,03/19/2007,2007,69790.0
M,OCP,Office of Consumer Protection,Director,Fulltime-Regular,Director Office of Consumer Protection,06/30/1980,1980,165288.0
M,LIB,Department of Public Libraries,Germantown Library,Parttime-Regular,Library Associate,12/02/2013,2013,24268.53
F,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,10/15/2000,2000,58941.9
F,BOE,Board of Elections,Director,Fulltime-Regular,Manager I,08/12/2001,2001,157996.4
F,LIB,Department of Public Libraries,Gaithersburg Library,Fulltime-Regular,Librarian II,11/05/2012,2012,64872.75
F,POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,Fulltime-Regular,Office Services Coordinator,09/22/1986,1986,69222.18
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician II,07/28/2014,2014,36707.05
F,CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Office Services Coordinator,03/29/1998,1998,61685.72
F,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer I,06/01/2015,2015,51969.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,09/12/2011,2011,18416.07
F,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),07/09/2007,2007,62903.0
M,POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,Fulltime-Regular,Public Safety Telephone Reporting Aide I,06/08/1998,1998,67206.0
F,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,Fulltime-Regular,Police Officer III,01/14/2002,2002,83658.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,09/09/1985,1985,76015.03
F,BOA,Board of Appeals Department,Board of Appeals Division,Fulltime-Regular,Office Services Coordinator,11/13/2007,2007,49336.78
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Senior Engineer,01/04/1999,1999,112899.0
F,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,10/18/2004,2004,53505.69
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,08/12/2002,2002,103506.0
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer II,09/22/2014,2014,50910.0
M,LIB,Department of Public Libraries,Cataloging and Preparation,Parttime-Regular,Library Technician,01/16/1990,1990,21485.7
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,05/31/2005,2005,48641.36
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,11/18/2013,2013,43525.72
F,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012,60501.0
M,DLC,Department of Liquor Control,Goshen Crossing,Parttime-Regular,Liquor Store Clerk I,08/22/2016,2016,27805.44
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,52700.74
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,09/20/2004,2004,42486.52
M,DPS,Department of Permitting Services,Land Development Sediment Stormwater Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,06/03/2013,2013,90309.51
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,08/11/2008,2008,42053.42
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),09/24/2012,2012,58720.0
F,CCL,County Council,Council Central Staff,Fulltime-Regular,Information Technology Specialist III,12/26/2006,2006,87758.24
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,52947.0
F,HHS,Department of Health and Human Services,Information Systems and Technology,Fulltime-Regular,Senior Information Technology Specialist,10/02/2000,2000,118400.0
M,POL,Department of Police,PSB 5th District Station,Fulltime-Regular,Police Lieutenant,07/21/2003,2003,115006.37
M,LIB,Department of Public Libraries,Technology Management,Fulltime-Regular,Information Technology Technician II,07/27/2015,2015,52008.75
F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer II,09/03/2002,2002,79383.0
M,DTS,Department of Technology Services,ETSD Telephone Services,Fulltime-Regular,Telecommunications Technician,10/07/2013,2013,73801.0
M,FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Fire/Rescue Captain,12/30/1985,1985,126781.06
F,HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,Fulltime-Regular,Office Services Coordinator,10/17/1988,1988,69222.18
M,FRS,Fire and Rescue Services,Fleet Operations,Fulltime-Regular,Emergency Vehicle Maintenance Crew Chief,06/26/2006,2006,85865.58
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Firefighter/Rescuer III,06/04/2012,2012,57265.0
M,DGS,Department of General Services,Contracting and Accounts Payable,Fulltime-Regular,Office Services Coordinator,04/23/2000,2000,67206.0
M,LIB,Department of Public Libraries,Virtual Services,Fulltime-Regular,Librarian I,05/29/2007,2007,63177.63
M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Supply Technician III,04/17/2000,2000,58448.0
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,07/05/1998,1998,85405.0
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Firearms Instructor,07/13/2015,2015,72812.25
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Master Firefighter/Rescuer,03/19/2007,2007,79676.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,02/24/2014,2014,42053.42
M,FRS,Fire and Rescue Services,Fire and Explosive Investigations,Fulltime-Regular,Master Firefighter/Rescuer,11/28/1988,1988,97224.98
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/12/2008,2008,46626.87
F,LIB,Department of Public Libraries,Silver Spring Library,Parttime-Regular,Library Aide,06/08/2007,2007,18246.76
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,06/20/1988,1988,63067.93
F,DPS,Department of Permitting Services,Land Development,Fulltime-Regular,Manager III,05/06/1996,1996,135392.0
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,05/13/2002,2002,83658.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,01/14/2002,2002,83658.0
M,POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,Fulltime-Regular,Abandoned Vehicle Code Enforcement Specialist,02/26/1990,1990,69222.18
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016,45261.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/08/2012,2012,30473.48
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
M,DEP,Department of Environmental Protection,Construction,Fulltime-Regular,Engineer III,11/04/2013,2013,93878.75
F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Community Services Aide III,04/02/2001,2001,73801.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,01/07/2013,2013,45049.12
F,OLO,Office of Legislative Oversight,Legislative Oversight Staff,Fulltime-Regular,Manager II,09/18/2006,2006,146899.63
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,01/22/2008,2008,81381.07
