Year_Month_DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,Origin,Dest,Distance,arr_delay
2008-04-14,1,1900-01-01 14:50:00,1900-01-01 16:20:00,US,852,N574US,90.0,CLT,BWI,361.0,-14.0
2008-02-12,2,1900-01-01 06:50:00,1900-01-01 14:01:00,DL,959,N634DL,251.0,ONT,ATL,1900.0,18.0
2008-03-28,5,1900-01-01 07:30:00,1900-01-01 13:35:00,WN,599,N359SW,245.0,SJC,MDW,1838.0,-6.0
2008-04-05,6,1900-01-01 22:55:00,1900-01-01 23:55:00,FL,325,N953AT,60.0,ATL,CLT,227.0,52.0
2008-02-17,7,1900-01-01 21:05:00,1900-01-01 21:55:00,WN,1555,N758SW,50.0,BWI,ORF,159.0,-1.0
2008-03-13,4,1900-01-01 13:05:00,1900-01-01 16:00:00,AA,2296,N237AA,115.0,ORD,PHL,678.0,-14.0
2008-04-16,3,1900-01-01 16:35:00,1900-01-01 17:45:00,OH,5242,N797CA,70.0,CVG,PIT,256.0,-5.0
2008-02-03,7,1900-01-01 18:30:00,1900-01-01 20:11:00,YV,2650,N921FJ,101.0,CLE,CLT,430.0,39.0
2008-04-09,3,1900-01-01 14:17:00,1900-01-01 17:20:00,OO,5859,N751SK,123.0,ORD,SAV,773.0,57.0
2008-04-20,7,1900-01-01 11:50:00,1900-01-01 13:30:00,OH,5117,N938CA,160.0,ATL,FSD,954.0,548.0
2008-01-08,2,1900-01-01 09:15:00,1900-01-01 09:35:00,WN,453,N494WN,80.0,PHX,SNA,338.0,-16.0
2008-03-16,7,1900-01-01 08:05:00,1900-01-01 10:41:00,AS,21,N552AS,276.0,ORD,SEA,1721.0,-6.0
2008-01-31,4,1900-01-01 19:55:00,1900-01-01 22:10:00,B6,323,N519JB,315.0,IAD,LAS,2066.0,60.0
2008-03-15,6,1900-01-01 16:15:00,1900-01-01 16:35:00,WN,2219,N203WN,80.0,SLC,RNO,422.0,29.0
2008-03-09,7,1900-01-01 10:42:00,1900-01-01 12:09:00,EV,4231,N837AS,87.0,ILM,ATL,377.0,-7.0
2008-02-21,4,1900-01-01 11:52:00,1900-01-01 12:30:00,UA,859,N927UA,98.0,OMA,DEN,472.0,-9.0
2008-01-20,7,1900-01-01 16:30:00,1900-01-01 17:42:00,DL,1960,N914DE,72.0,DCA,LGA,214.0,-15.0
2008-01-08,2,1900-01-01 07:25:00,1900-01-01 09:32:00,9E,5615,85329E,127.0,XNA,MSP,596.0,217.0
2008-03-16,7,1900-01-01 20:06:00,1900-01-01 21:31:00,EV,4572,N874AS,145.0,ATL,ATW,765.0,-16.0
2008-01-13,7,1900-01-01 18:07:00,1900-01-01 20:49:00,FL,625,N919AT,162.0,PHL,MCO,861.0,0.0
2008-01-25,5,1900-01-01 09:57:00,1900-01-01 16:00:00,UA,110,N839UA,243.0,LAX,ORD,1745.0,-4.0
2008-02-02,6,1900-01-01 06:10:00,1900-01-01 09:50:00,AA,306,N611AA,160.0,DFW,BWI,1217.0,-13.0
2008-03-09,7,1900-01-01 17:27:00,1900-01-01 20:35:00,NW,575,N359NB,248.0,MIA,MSP,1501.0,-38.0
2008-03-17,1,1900-01-01 13:10:00,1900-01-01 14:50:00,DL,520,N995DL,100.0,SRQ,ATL,445.0,3.0
2008-02-16,6,1900-01-01 13:35:00,1900-01-01 15:04:00,US,321,N822AW,89.0,SFO,LAS,414.0,57.0
2008-01-28,1,1900-01-01 10:25:00,1900-01-01 12:15:00,WN,1577,N635SW,170.0,MCO,MDW,989.0,4.0
2008-03-03,1,1900-01-01 07:00:00,1900-01-01 09:40:00,OH,5247,N929CA,100.0,JAN,CVG,555.0,1.0
2008-01-05,6,1900-01-01 08:15:00,1900-01-01 13:05:00,UA,1689,N406UA,230.0,IAD,SJU,1571.0,-6.0
2008-04-29,2,1900-01-01 16:45:00,1900-01-01 17:45:00,MQ,4198,N667GB,60.0,GRB,ORD,174.0,-15.0
2008-02-24,7,1900-01-01 12:00:00,1900-01-01 14:34:00,XE,2768,N13913,154.0,SRQ,CLE,967.0,-13.0
2008-04-07,1,1900-01-01 14:20:00,1900-01-01 19:30:00,WN,213,N448WN,190.0,LAX,MCI,1363.0,23.0
2008-03-17,1,1900-01-01 08:55:00,1900-01-01 11:16:00,NW,203,N600TR,81.0,MEM,IND,381.0,19.0
2008-03-19,3,1900-01-01 12:00:00,1900-01-01 13:02:00,OH,5398,N708CA,62.0,BOS,BGR,201.0,48.0
2008-02-16,6,1900-01-01 14:09:00,1900-01-01 16:30:00,FL,873,N279AT,201.0,MCO,MSP,1310.0,5.0
2008-04-03,4,1900-01-01 16:36:00,1900-01-01 16:31:00,EV,4362,N710EV,55.0,ATL,BHM,134.0,11.0
2008-04-20,7,1900-01-01 07:25:00,1900-01-01 10:05:00,MQ,4056,N622AE,100.0,ORD,SYR,607.0,12.0
2008-04-27,7,1900-01-01 07:50:00,1900-01-01 12:20:00,CO,332,N13750,210.0,IAH,LGA,1416.0,-8.0
2008-01-05,6,1900-01-01 05:40:00,1900-01-01 07:48:00,UA,1436,N478UA,128.0,TPA,IAD,810.0,-4.0
2008-01-05,6,1900-01-01 10:28:00,1900-01-01 11:25:00,9E,3759,80019E,57.0,GRR,DTW,120.0,7.0
2008-03-16,7,1900-01-01 05:50:00,1900-01-01 08:56:00,EV,4403,N750EV,126.0,OKC,ATL,761.0,-27.0
2008-03-10,1,1900-01-01 21:20:00,1900-01-01 22:32:00,US,1920,N712US,72.0,DCA,BUF,296.0,-1.0
2008-04-01,2,1900-01-01 15:45:00,1900-01-01 17:10:00,WN,440,N646SW,85.0,BWI,DTW,408.0,17.0
2008-03-14,5,1900-01-01 06:30:00,1900-01-01 07:43:00,9E,5707,89409E,73.0,EVV,MEM,247.0,-4.0
2008-04-09,3,1900-01-01 15:15:00,1900-01-01 16:19:00,XE,2516,N12900,64.0,CLE,ROC,245.0,-3.0
2008-01-04,5,1900-01-01 11:15:00,1900-01-01 17:55:00,US,1192,N185UW,280.0,PHX,PHL,2075.0,-26.0
2008-03-22,6,1900-01-01 14:50:00,1900-01-01 22:35:00,AA,144,N3DEAA,285.0,LAX,IAD,2288.0,-10.0
2008-01-11,5,1900-01-01 18:30:00,1900-01-01 19:35:00,WN,1306,N644SW,65.0,BUR,SJC,296.0,-1.0
2008-04-14,1,1900-01-01 18:28:00,1900-01-01 19:34:00,YV,7197,N17156,126.0,MDT,ORD,594.0,60.0
2008-03-21,5,1900-01-01 11:21:00,1900-01-01 12:50:00,UA,579,N318UA,89.0,DEN,BIL,455.0,-7.0
2008-02-17,7,1900-01-01 07:40:00,1900-01-01 10:56:00,UA,1494,N484UA,136.0,RNO,DEN,804.0,31.0
2008-01-02,3,1900-01-01 06:00:00,1900-01-01 07:30:00,OO,5999,N948SW,90.0,SGF,ORD,438.0,89.0
2008-04-25,5,1900-01-01 17:25:00,1900-01-01 17:30:00,WN,631,N917WN,65.0,SDF,STL,254.0,-1.0
2008-03-26,3,1900-01-01 12:15:00,1900-01-01 14:50:00,WN,887,N438WN,155.0,PHL,MCO,861.0,-23.0
2008-02-26,2,1900-01-01 16:45:00,1900-01-01 18:10:00,WN,1604,N785SW,85.0,SMF,SAN,480.0,-5.0
2008-01-15,2,1900-01-01 17:55:00,1900-01-01 19:50:00,F9,811,N905FR,175.0,DEN,SEA,1024.0,-12.0
2008-03-12,3,1900-01-01 07:15:00,1900-01-01 08:49:00,US,1019,N935UW,94.0,BOS,PHL,280.0,10.0
2008-03-31,1,1900-01-01 07:52:00,1900-01-01 11:06:00,OO,6512,N913SW,134.0,LAX,COS,833.0,-2.0
2008-02-04,1,1900-01-01 11:04:00,1900-01-01 13:07:00,AS,143,N764AS,123.0,BRW,ANC,725.0,3.0
2008-02-18,1,1900-01-01 07:05:00,1900-01-01 09:22:00,XE,119,N11551,77.0,ONT,TUS,409.0,0.0
2008-03-01,6,1900-01-01 17:10:00,1900-01-01 18:40:00,WN,815,N248WN,90.0,IND,BWI,515.0,2.0
2008-01-05,6,1900-01-01 08:30:00,1900-01-01 10:20:00,AA,1855,N581AA,170.0,LGA,STL,887.0,8.0
2008-03-19,3,1900-01-01 16:35:00,1900-01-01 18:40:00,WN,594,N782SA,65.0,PDX,BOI,344.0,11.0
2008-02-23,6,1900-01-01 16:15:00,1900-01-01 21:06:00,US,397,N158AW,171.0,LAS,DFW,1055.0,7.0
2008-02-15,5,1900-01-01 08:00:00,1900-01-01 09:15:00,WN,1355,N485WN,75.0,OAK,LAX,337.0,2.0
2008-03-26,3,1900-01-01 09:30:00,1900-01-01 12:35:00,9E,2021,9149E,,IAH,ATL,689.0,
2008-01-17,4,1900-01-01 16:15:00,1900-01-01 17:55:00,AA,1790,N544AA,100.0,DFW,STL,551.0,-1.0
2008-03-29,6,1900-01-01 09:25:00,1900-01-01 14:29:00,XE,224,N12163,184.0,SMF,OKC,1342.0,100.0
2008-01-26,6,1900-01-01 16:19:00,1900-01-01 18:01:00,FL,176,N927AT,102.0,ATL,DCA,547.0,-4.0
2008-03-18,2,1900-01-01 13:10:00,1900-01-01 14:15:00,AA,1264,,65.0,DFW,SAT,247.0,
2008-01-09,3,1900-01-01 16:40:00,1900-01-01 21:07:00,OO,4126,N340CA,207.0,SLC,MSY,1428.0,-6.0
2008-03-02,7,1900-01-01 10:00:00,1900-01-01 13:09:00,B6,23,N550JB,189.0,JFK,PBI,1028.0,1.0
2008-01-13,7,1900-01-01 08:00:00,1900-01-01 09:42:00,FL,501,N308AT,102.0,ATL,MIA,595.0,0.0
2008-02-14,4,1900-01-01 16:35:00,1900-01-01 19:27:00,US,1459,N186US,352.0,CLT,SFO,2296.0,-33.0
2008-01-22,2,1900-01-01 14:00:00,1900-01-01 15:02:00,OO,1996,N803SK,62.0,ATL,GSP,153.0,-3.0
2008-03-28,5,1900-01-01 07:50:00,1900-01-01 08:50:00,WN,3591,N345SA,180.0,OMA,LAS,1099.0,-4.0
2008-03-21,5,1900-01-01 15:25:00,1900-01-01 16:25:00,WN,3073,N313SW,60.0,SAT,DAL,248.0,-5.0
2008-04-10,4,1900-01-01 07:30:00,1900-01-01 09:19:00,EV,4929,N847AS,109.0,ATL,CLE,554.0,-10.0
2008-03-17,1,1900-01-01 12:23:00,1900-01-01 14:58:00,OO,3849,N864AS,95.0,PSP,SLC,541.0,22.0
2008-03-27,4,1900-01-01 06:30:00,1900-01-01 09:23:00,XE,421,N11544,173.0,SAN,GEG,1027.0,-2.0
2008-01-08,2,1900-01-01 16:51:00,1900-01-01 17:24:00,FL,852,N604AT,93.0,ATL,STL,483.0,-2.0
2008-04-09,3,1900-01-01 07:25:00,1900-01-01 08:55:00,OO,2665,N403SW,90.0,MKE,BNA,475.0,7.0
2008-03-13,4,1900-01-01 19:20:00,1900-01-01 22:50:00,XE,2572,N19966,150.0,DFW,CLE,1021.0,-13.0
2008-04-30,3,1900-01-01 11:35:00,1900-01-01 13:39:00,US,1766,N439US,124.0,CLT,EWR,529.0,-2.0
2008-02-16,6,1900-01-01 10:55:00,1900-01-01 16:55:00,WN,249,N284WN,240.0,PHX,MCO,1848.0,52.0
2008-01-25,5,1900-01-01 09:50:00,1900-01-01 12:05:00,WN,1350,N263WN,75.0,SNA,PHX,338.0,1.0
2008-03-30,7,1900-01-01 09:00:00,1900-01-01 09:56:00,OO,5408,N295UX,56.0,LAX,SAN,109.0,3.0
2008-04-02,3,1900-01-01 06:15:00,1900-01-01 07:59:00,MQ,3963,N519AE,104.0,LIT,ORD,552.0,28.0
2008-04-09,3,1900-01-01 17:20:00,1900-01-01 18:45:00,WN,2023,N480WN,85.0,MHT,PHL,290.0,-4.0
2008-01-09,3,1900-01-01 16:05:00,1900-01-01 17:55:00,MQ,4579,N812AE,110.0,RDU,BOS,612.0,-22.0
2008-02-23,6,1900-01-01 11:08:00,1900-01-01 14:35:00,UA,208,N913UA,147.0,PDX,DEN,992.0,-12.0
2008-01-06,7,1900-01-01 18:12:00,1900-01-01 21:34:00,AS,19,N613AS,382.0,MCO,SEA,2553.0,-26.0
2008-01-14,1,1900-01-01 08:35:00,1900-01-01 09:47:00,OO,3856,N429SW,72.0,SLC,BOI,291.0,-12.0
2008-03-11,2,1900-01-01 19:15:00,1900-01-01 22:50:00,XE,2521,N15574,155.0,STL,EWR,872.0,13.0
2008-04-06,7,1900-01-01 22:55:00,1900-01-01 23:37:00,OO,5491,N301YV,42.0,SFO,MRY,77.0,-4.0
2008-02-03,7,1900-01-01 17:35:00,1900-01-01 19:29:00,DL,1436,N6711M,114.0,PBI,ATL,545.0,7.0
2008-04-17,4,1900-01-01 06:30:00,1900-01-01 14:39:00,US,716,N183UW,309.0,LAX,PHL,2401.0,15.0
2008-04-11,5,1900-01-01 15:57:00,1900-01-01 17:07:00,UA,298,N334UA,70.0,SFO,BUR,326.0,-7.0
2008-01-04,5,1900-01-01 07:05:00,1900-01-01 14:21:00,DL,1625,N609DL,256.0,LAX,CVG,1900.0,-8.0
2008-03-16,7,1900-01-01 14:30:00,1900-01-01 16:06:00,NW,807,N592NW,216.0,MSP,SEA,1399.0,4.0
2008-04-28,1,1900-01-01 06:35:00,1900-01-01 07:50:00,AA,1695,N271AA,135.0,ATL,DFW,732.0,14.0
2008-03-28,5,1900-01-01 06:30:00,1900-01-01 12:10:00,AA,1360,N4YNAA,220.0,PDX,DFW,1616.0,-12.0
2008-04-29,2,1900-01-01 15:15:00,1900-01-01 16:41:00,OH,5478,N582CA,86.0,BUF,JFK,301.0,24.0
2008-01-12,6,1900-01-01 10:50:00,1900-01-01 12:25:00,AA,2257,N414AA,95.0,MSY,DFW,448.0,7.0
2008-04-20,7,1900-01-01 14:15:00,1900-01-01 15:15:00,AA,1809,N4UBAA,120.0,DCA,ORD,612.0,35.0
2008-04-03,4,1900-01-01 16:15:00,1900-01-01 18:18:00,US,1025,N456UW,123.0,CLT,MIA,650.0,0.0
2008-04-19,6,1900-01-01 08:55:00,1900-01-01 11:25:00,WN,2173,N332SW,150.0,DTW,MCO,957.0,5.0
2008-04-16,3,1900-01-01 09:12:00,1900-01-01 11:12:00,OO,5726,N284YV,120.0,SFO,RDM,462.0,-3.0
2008-03-15,6,1900-01-01 17:49:00,1900-01-01 21:00:00,FL,917,N309AT,191.0,RSW,BOS,1249.0,-7.0
2008-01-22,2,1900-01-01 19:35:00,1900-01-01 21:40:00,XE,2286,N16919,125.0,EWR,DAY,533.0,55.0
2008-03-07,5,1900-01-01 06:40:00,1900-01-01 09:05:00,WN,2277,N263WN,85.0,LAS,ABQ,487.0,5.0
2008-04-24,4,1900-01-01 07:04:00,1900-01-01 09:13:00,NW,244,N365NB,69.0,MKE,DTW,238.0,6.0
2008-02-13,3,1900-01-01 17:05:00,1900-01-01 19:15:00,MQ,3630,N659AE,190.0,GSO,DFW,999.0,-2.0
2008-04-14,1,1900-01-01 15:08:00,1900-01-01 17:18:00,FL,339,N174AT,130.0,ATL,PHL,665.0,-10.0
2008-01-11,5,1900-01-01 07:45:00,1900-01-01 09:05:00,MQ,3433,N831AE,80.0,DFW,CRP,354.0,-13.0
2008-04-27,7,1900-01-01 13:50:00,1900-01-01 14:44:00,F9,775,N926FR,114.0,DEN,LAS,629.0,-12.0
2008-01-02,3,1900-01-01 10:15:00,1900-01-01 11:55:00,WN,1597,N253WN,100.0,SAN,SFO,447.0,-21.0
2008-01-29,2,1900-01-01 18:06:00,1900-01-01 19:58:00,XE,2673,N14573,172.0,CLT,IAH,913.0,91.0
2008-02-10,7,1900-01-01 17:35:00,1900-01-01 18:30:00,AA,1153,N246AA,115.0,DFW,COS,592.0,-1.0
2008-01-18,5,1900-01-01 09:25:00,1900-01-01 10:55:00,DL,1031,N835MH,90.0,ATL,MCO,403.0,0.0
2008-01-24,4,1900-01-01 09:00:00,1900-01-01 10:43:00,UA,245,N366UA,163.0,ORD,DEN,888.0,-10.0
2008-02-19,2,1900-01-01 20:00:00,1900-01-01 20:40:00,OH,5015,N451CA,40.0,CVG,LEX,70.0,40.0
2008-04-07,1,1900-01-01 19:10:00,1900-01-01 20:59:00,YV,2698,N907FJ,109.0,CLT,DTW,500.0,-25.0
2008-02-15,5,1900-01-01 12:10:00,1900-01-01 16:30:00,WN,2300,N386SW,140.0,LAS,OKC,987.0,2.0
2008-02-04,1,1900-01-01 13:15:00,1900-01-01 14:58:00,EV,4736,N753EV,103.0,ATL,PHF,508.0,-10.0
2008-01-09,3,1900-01-01 09:30:00,1900-01-01 11:52:00,FL,622,N268AT,142.0,PHL,MCO,861.0,-7.0
2008-03-03,1,1900-01-01 07:10:00,1900-01-01 08:10:00,AA,1845,N078AA,60.0,MCO,MIA,193.0,2.0
2008-01-26,6,1900-01-01 08:23:00,1900-01-01 14:20:00,UA,688,N584UA,237.0,SMF,ORD,1781.0,-6.0
2008-03-03,1,1900-01-01 06:25:00,1900-01-01 07:25:00,WN,1136,N249WN,120.0,BWI,BNA,588.0,-18.0
2008-01-17,4,1900-01-01 16:49:00,1900-01-01 17:54:00,EV,4228,N922EV,65.0,AGS,ATL,143.0,27.0
2008-01-19,6,1900-01-01 10:20:00,1900-01-01 12:05:00,DL,456,N986DL,105.0,ATL,DCA,547.0,
2008-04-09,3,1900-01-01 18:45:00,1900-01-01 03:00:00,WN,2371,N686SW,225.0,LAX,MDW,1750.0,12.0
2008-02-13,3,1900-01-01 21:59:00,1900-01-01 02:01:00,DL,1591,N6714Q,322.0,ATL,SFO,2139.0,5.0
2008-04-20,7,1900-01-01 14:45:00,1900-01-01 15:20:00,OO,2621,N468CA,35.0,MSN,MKE,74.0,-6.0
2008-03-26,3,1900-01-01 19:35:00,1900-01-01 22:48:00,CO,168,N18611,133.0,IAH,JAX,817.0,-10.0
2008-02-23,6,1900-01-01 09:19:00,1900-01-01 11:06:00,DL,1461,N666DN,107.0,ATL,RSW,515.0,2.0
2008-04-05,6,1900-01-01 14:45:00,1900-01-01 15:39:00,OO,6315,N918SW,54.0,ORD,ATW,160.0,-2.0
2008-01-26,6,1900-01-01 11:30:00,1900-01-01 15:10:00,AA,2378,N5DYAA,160.0,EGE,ORD,1007.0,-20.0
2008-01-09,3,1900-01-01 07:00:00,1900-01-01 08:08:00,AS,30,N772AS,68.0,ANC,ADQ,252.0,-3.0
2008-02-15,5,1900-01-01 07:50:00,1900-01-01 10:29:00,DL,1750,N902DA,219.0,ORD,SLC,1249.0,-2.0
2008-02-27,3,1900-01-01 09:35:00,1900-01-01 11:00:00,AA,1362,N517AA,85.0,MSP,ORD,334.0,-12.0
2008-01-10,4,1900-01-01 10:00:00,1900-01-01 11:30:00,MQ,4003,N837AE,90.0,ORD,OMA,416.0,0.0
2008-03-17,1,1900-01-01 06:00:00,1900-01-01 06:15:00,MQ,4376,N813AE,75.0,CVG,ORD,264.0,-5.0
2008-03-09,7,1900-01-01 08:35:00,1900-01-01 09:17:00,US,435,N332AW,162.0,AUS,PHX,872.0,9.0
2008-04-01,2,1900-01-01 17:05:00,1900-01-01 19:30:00,US,1626,N917UW,145.0,MCO,PHL,861.0,15.0
2008-01-10,4,1900-01-01 06:00:00,1900-01-01 07:19:00,DL,825,N984DL,79.0,SDF,ATL,321.0,-6.0
2008-04-16,3,1900-01-01 23:30:00,1900-01-01 07:11:00,US,278,N660AW,281.0,LAS,BWI,2106.0,-23.0
2008-01-23,3,1900-01-01 18:30:00,1900-01-01 23:30:00,CO,473,N76269,240.0,EWR,SJU,1608.0,-7.0
2008-03-22,6,1900-01-01 07:00:00,1900-01-01 10:32:00,CO,448,N73283,392.0,EWR,SFO,2565.0,-16.0
2008-02-09,6,1900-01-01 15:30:00,1900-01-01 16:19:00,YV,1038,N654BR,49.0,HNL,ITO,216.0,-4.0
2008-01-03,4,1900-01-01 12:15:00,1900-01-01 13:31:00,YV,7326,N510MJ,76.0,IAD,BDL,326.0,16.0
2008-01-18,5,1900-01-01 13:40:00,1900-01-01 15:30:00,MQ,3677,N942AE,110.0,DFW,DSM,624.0,-17.0
2008-02-23,6,1900-01-01 14:25:00,1900-01-01 17:20:00,WN,1433,N903WN,235.0,BNA,PHX,1448.0,-1.0
2008-02-24,7,1900-01-01 13:20:00,1900-01-01 16:15:00,AA,1962,N528AA,115.0,DEN,DFW,641.0,-7.0
2008-02-26,2,1900-01-01 08:46:00,1900-01-01 09:45:00,9E,3765,88969E,119.0,DTW,DSM,534.0,21.0
2008-04-11,5,1900-01-01 14:07:00,1900-01-01 15:47:00,FL,199,N963AT,100.0,ATL,DCA,547.0,1.0
2008-02-18,1,1900-01-01 20:05:00,1900-01-01 21:41:00,EV,4710,N317CA,96.0,ATL,PHF,508.0,18.0
2008-04-29,2,1900-01-01 14:50:00,1900-01-01 16:10:00,US,1109,N118US,80.0,CLT,JAX,329.0,40.0
2008-01-13,7,1900-01-01 20:45:00,1900-01-01 02:00:00,AA,2194,N3DJAA,155.0,DFW,DCA,1192.0,-8.0
2008-01-02,3,1900-01-01 06:30:00,1900-01-01 08:30:00,OO,2509,N468CA,120.0,SAT,MCI,706.0,15.0
2008-02-29,5,1900-01-01 19:45:00,1900-01-01 21:40:00,B6,1080,N247JB,115.0,CLT,JFK,541.0,13.0
2008-04-08,2,1900-01-01 12:05:00,1900-01-01 13:37:00,XE,2576,N12946,92.0,EWR,GSO,446.0,0.0
2008-01-15,2,1900-01-01 11:33:00,1900-01-01 13:15:00,DL,645,N139DL,282.0,ATL,LAS,1747.0,-18.0
2008-02-25,1,1900-01-01 10:30:00,1900-01-01 12:10:00,US,1098,N925UW,100.0,MCO,CLT,468.0,8.0
2008-02-02,6,1900-01-01 18:05:00,1900-01-01 19:09:00,XE,2519,N14942,64.0,CLE,ROC,245.0,-18.0
2008-02-05,2,1900-01-01 09:59:00,1900-01-01 11:19:00,EV,4618,N879AS,80.0,ATL,GSO,306.0,53.0
2008-04-28,1,1900-01-01 21:00:00,1900-01-01 22:00:00,WN,59,N649SW,60.0,DAL,HOU,239.0,-11.0
2008-01-04,5,1900-01-01 15:25:00,1900-01-01 17:11:00,AS,418,N975AS,106.0,PDX,SJC,569.0,8.0
2008-03-09,7,1900-01-01 07:45:00,1900-01-01 11:45:00,AA,1985,N640AA,240.0,PHL,SJU,1576.0,69.0
2008-02-27,3,1900-01-01 17:35:00,1900-01-01 20:00:00,WN,1180,N207WN,145.0,PBI,BWI,883.0,-13.0
2008-03-02,7,1900-01-01 14:10:00,1900-01-01 15:05:00,WN,3933,N250WN,55.0,TPA,FLL,197.0,-11.0
2008-03-31,1,1900-01-01 12:25:00,1900-01-01 15:35:00,B6,1150,N238JB,190.0,MCO,PWM,1214.0,-27.0
2008-04-24,4,1900-01-01 07:40:00,1900-01-01 10:35:00,US,896,N454UW,115.0,MSY,CLT,651.0,-4.0
2008-02-25,1,1900-01-01 07:40:00,1900-01-01 11:58:00,UA,1474,N448UA,198.0,PHX,ORD,1440.0,28.0
2008-03-10,1,1900-01-01 15:20:00,1900-01-01 18:18:00,OO,6621,N929SW,118.0,DEN,MLI,751.0,0.0
2008-03-19,3,1900-01-01 15:00:00,1900-01-01 23:18:00,AS,14,N551AS,318.0,SEA,EWR,2401.0,68.0
2008-04-28,1,1900-01-01 08:50:00,1900-01-01 11:23:00,UA,961,N538UA,333.0,BWI,LAX,2329.0,-15.0
2008-02-12,2,1900-01-01 09:30:00,1900-01-01 10:42:00,DL,1946,N909DE,72.0,DCA,LGA,214.0,-4.0
2008-04-03,4,1900-01-01 09:45:00,1900-01-01 11:00:00,WN,1317,N241WN,75.0,MCI,MDW,405.0,5.0
2008-02-01,5,1900-01-01 08:00:00,1900-01-01 10:15:00,OO,3855,N427SW,135.0,ELP,SLC,693.0,29.0
2008-03-27,4,1900-01-01 10:20:00,1900-01-01 14:07:00,CO,788,N14324,167.0,IAH,DTW,1076.0,10.0
2008-03-17,1,1900-01-01 09:35:00,1900-01-01 10:49:00,NW,390,N8978E,74.0,MEM,GPT,324.0,11.0
2008-01-28,1,1900-01-01 06:35:00,1900-01-01 07:29:00,YV,7320,N518LR,54.0,MSN,ORD,109.0,-21.0
2008-04-23,3,1900-01-01 12:38:00,1900-01-01 15:00:00,OO,6065,N751SK,142.0,LAX,PDX,834.0,-6.0
2008-04-17,4,1900-01-01 18:35:00,1900-01-01 20:21:00,B6,1259,N288JB,106.0,BOS,IAD,413.0,-21.0
2008-02-18,1,1900-01-01 23:05:00,1900-01-01 03:00:00,AQ,442,N741AL,85.0,OAK,LAS,407.0,-9.0
2008-04-05,6,1900-01-01 15:10:00,1900-01-01 17:45:00,US,1240,N442US,155.0,TPA,PHL,920.0,-10.0
2008-04-12,6,1900-01-01 14:08:00,1900-01-01 16:53:00,FL,25,N975AT,105.0,MDW,ATL,590.0,42.0
2008-03-26,3,1900-01-01 08:00:00,1900-01-01 10:38:00,B6,301,N612JB,158.0,IAD,FLL,901.0,-13.0
2008-02-14,4,1900-01-01 19:57:00,1900-01-01 22:02:00,FL,331,N896AT,125.0,PHL,ATL,665.0,22.0
2008-01-20,7,1900-01-01 17:26:00,1900-01-01 20:50:00,UA,216,N341UA,144.0,MSY,IAD,954.0,22.0
2008-04-08,2,1900-01-01 14:45:00,1900-01-01 15:55:00,AA,2464,N546AA,70.0,STL,ORD,258.0,-14.0
2008-04-25,5,1900-01-01 21:40:00,1900-01-01 22:45:00,MQ,3535,N514AE,65.0,DFW,LIT,304.0,128.0
2008-02-06,3,1900-01-01 06:40:00,1900-01-01 07:48:00,9E,5955,,68.0,SGF,MEM,243.0,
2008-04-27,7,1900-01-01 09:55:00,1900-01-01 11:50:00,AA,615,N446AA,175.0,RDU,DFW,1062.0,6.0
2008-04-27,7,1900-01-01 08:10:00,1900-01-01 09:03:00,US,522,N633AW,173.0,MCI,PHX,1044.0,0.0
2008-03-15,6,1900-01-01 22:55:00,1900-01-01 01:08:00,FL,749,N184AT,83.0,ATL,MCO,403.0,51.0
2008-04-25,5,1900-01-01 14:00:00,1900-01-01 15:18:00,US,2177,N754UW,78.0,LGA,DCA,214.0,-9.0
2008-04-25,5,1900-01-01 19:50:00,1900-01-01 21:35:00,AA,1733,N4YAAA,225.0,ORD,PHX,1440.0,217.0
2008-04-02,3,1900-01-01 07:00:00,1900-01-01 15:33:00,DL,98,N3759,333.0,SAN,JFK,2446.0,-43.0
2008-04-15,2,1900-01-01 22:20:00,1900-01-01 06:52:00,AS,16,N549AS,332.0,SEA,MIA,2724.0,16.0
2008-01-25,5,1900-01-01 18:40:00,1900-01-01 19:35:00,MQ,4731,N700LE,55.0,STL,SGF,195.0,-15.0
2008-03-26,3,1900-01-01 16:45:00,1900-01-01 17:40:00,WN,167,N606SW,55.0,ORF,BWI,159.0,3.0
2008-01-21,1,1900-01-01 18:10:00,1900-01-01 19:05:00,MQ,4284,,55.0,ORD,CMI,135.0,
2008-02-02,6,1900-01-01 10:45:00,1900-01-01 13:42:00,UA,1512,N481UA,117.0,SFO,PHX,651.0,-7.0
2008-04-09,3,1900-01-01 13:32:00,1900-01-01 13:51:00,OO,5836,N965SW,79.0,DAY,ORD,240.0,-32.0
2008-02-08,5,1900-01-01 14:25:00,1900-01-01 15:15:00,WN,2294,N648SW,50.0,DAL,OKC,181.0,23.0
2008-03-17,1,1900-01-01 11:30:00,1900-01-01 12:55:00,DL,1869,N676DL,85.0,ATL,TPA,406.0,-5.0
2008-01-03,4,1900-01-01 16:00:00,1900-01-01 19:10:00,WN,3409,N519SW,130.0,PHX,AUS,872.0,14.0
2008-01-24,4,1900-01-01 11:55:00,1900-01-01 13:20:00,WN,1377,N692SW,145.0,OKC,PHX,833.0,1.0
2008-02-26,2,1900-01-01 16:55:00,1900-01-01 18:50:00,WN,259,N792SW,115.0,BHM,HOU,570.0,12.0
