RespondentID,What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,census_region
3124667704.0,The Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,53711,East North Central
3122168505.0,Mid-Atlantic,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,17601,Middle Atlantic
3122082516.0,eastern usa,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Female,45-60,"$100,000 - $149,999",Some college,19460,Middle Atlantic
3121842136.0,Midwest,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,61201,East North Central
3123343539.0,Midwest,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,60061,East North Central
3122870271.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,53562,East North Central
3123281433.0,Midwest,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$0 - $24,999",Graduate degree,48103,East North Central
3122249192.0,mid west,A lot,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,45601,East North Central
3120648794.0,midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,43302,East North Central
3122393537.0,"Southwest, suburban",Not at all,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,91740,Pacific
3124787504.0,southeast,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,40026,East South Central
3125008247.0,Central,Not much,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Male,45-60,"$100,000 - $149,999",Some college,60018,East North Central
3121975064.0,Mid-Atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,20910,South Atlantic
3123488983.0,Ohio,Some,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,30-44,?,?,45840,East North Central
3121644262.0,Midwest,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Some college,55378,West North Central
3122975226.0,West Coast,Not at all,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Female,45-60,"$150,000+",Graduate degree,94533,Pacific
3122576492.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Graduate degree,61102,East North Central
3123632306.0,midwest,Some,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$25,000 - $49,999",High school degree,50501,West North Central
3122697993.0,"The south or southeast.  Also, of  course, Appalachia.",Not at all,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Male,18-29,"$150,000+",Associate or bachelor degree,42103,East South Central
3122506936.0,united states,Some,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,53203,East North Central
3122010054.0,The Midwest,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Graduate degree,48168,East North Central
3121399379.0,The South,Some,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Female,> 60,"$100,000 - $149,999",Some college,39443,East South Central
3123098859.0,midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$0 - $24,999",High school degree,46819,East North Central
3124408797.0,midwest,Not at all,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,47040,East North Central
3121217257.0,Northeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,15234,Middle Atlantic
3122345038.0,Mid West,A lot,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,65202,West North Central
3120717354.0,Northwest,Not at all,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Female,18-29,"$25,000 - $49,999",Graduate degree,97214,Pacific
3121676647.0,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,60169,East North Central
3122318078.0,the heart land of America,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Female,45-60,"$50,000 - $99,999",High school degree,45434,East North Central
3122806925.0,northeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Male,45-60,"$0 - $24,999",Some college,1609,New England
3125624243.0,Northern Michigan,Not at all,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Male,> 60,"$0 - $24,999",Associate or bachelor degree,48740,East North Central
3123244986.0,northwest,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,97741,Pacific
3122838369.0,rural,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,49302,East North Central
3122873305.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,43015,East North Central
3122994194.0,Alaska,Not at all,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Male,18-29,"$100,000 - $149,999",Some college,99517,Pacific
3123309493.0,midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,48044,East North Central
3123377972.0,east coast,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,19036,Middle Atlantic
3123078414.0,Midwest,A lot,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,63139,West North Central
3120931551.0,snooty and unfriendly,Some,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,55902,West North Central
3122249112.0,The far west.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$25,000 - $49,999",Graduate degree,95747,Pacific
3120680111.0,east coast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,30-44,"$25,000 - $49,999",Graduate degree,23219,South Atlantic
3123679405.0,The Midwest,Some,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,47303,East North Central
3120719478.0,"Desert Southwest with inability to leave area without having to suspend Bill of Rights of U.S. Constitution by being forced to go through Border Patrol/Customs/Immigration checkpoints through any means of transportation (automobile, rail, aviation, on foot.)",Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,79904,West South Central
3120812010.0,Northern Mid West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,54534,East North Central
3121602005.0,Upper mid west.,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,48451,East North Central
3122068406.0,Midwest nonsense,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Some college,60090,East North Central
3124841451.0,Mid-West,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Associate or bachelor degree,60189,East North Central
3123108213.0,Midwest,A lot,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Some college,56001,East North Central
3122523906.0,upper midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,49093,East North Central
3124996063.0,North east,Not at all,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Some college,17045,Middle Atlantic
3122178372.0,Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,15213,West South Central
3121513167.0,southeast,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Graduate degree,34239,South Atlantic
3121929310.0,United States,Some,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Some college,48076,East North Central
3122487811.0,MidWest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Female,> 60,"$100,000 - $149,999",Some college,67561,West North Central
3122050015.0,Heaven,Not much,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",High school degree,98524,Pacific
3123795124.0,midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Female,> 60,"$150,000+",Graduate degree,63038,West North Central
3124917999.0,Norhteast,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,17527,Middle Atlantic
3122893384.0,Northern Virginia,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",Associate or bachelor degree,22207,South Atlantic
3122816174.0,Central Pennsylvania,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,17013,Middle Atlantic
3120830114.0,Southeast,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$150,000+",Some college,32608,South Atlantic
3123936386.0,Midwest,Not much,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Some college,55426,West North Central
3122992975.0,rural,A lot,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,65233,West North Central
3122638261.0,Upper midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,60001,East North Central
3122889826.0,Southeast,Not much,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,30324,South Atlantic
3122761843.0,upper midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,54650,East North Central
3121714912.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,53717,East North Central
3121445320.0,North East Pennsylvania,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,18504,Middle Atlantic
3121908277.0,Central Texas,Not at all,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Female,30-44,"$150,000+",Graduate degree,78746,West South Central
3122648591.0,coastal,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",High school degree,95608,Pacific
3123270245.0,Northeast,Not much,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Some college,18966,Middle Atlantic
3122691658.0,West,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Male,45-60,"$100,000 - $149,999",Some college,95426,Pacific
3124840630.0,Cold,Not much,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Some college,55432,West North Central
3122047429.0,west,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$100,000 - $149,999",Graduate degree,84106,Mountain
3123019582.0,The South,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,45-60,"$25,000 - $49,999",Some college,36695,East South Central
3123794241.0,the Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,47403,East North Central
3123954245.0,Country,Not much,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,29625,South Atlantic
3124321946.0,"Cold, but love the season, diversity and family-friendly environment.",Some,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,55106,West North Central
3123252301.0,Midwest,Some,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",High school degree,55075,West North Central
3125046310.0,North,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,58701,West North Central
3121852779.0,west,Some,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,97501,Pacific
3122035874.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Female,> 60,"$50,000 - $99,999",High school degree,44313,East North Central
3122859180.0,Indiana,Not at all,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,47403,East North Central
3122884027.0,Semi progressive. Safe. Artistic. Intelligent.,A lot,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$0 - $24,999",Some college,55407,West North Central
3122238304.0,Southeast,Not at all,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,27101,South Atlantic
3122885002.0,Midwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Male,18-29,"$150,000+",Some college,60201,East North Central
3122756474.0,Midwest,A lot,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Associate or bachelor degree,55387,West North Central
3122913501.0,northeast central north america,Some,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,52172,West North Central
3121859550.0,southeast,Not at all,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,29649,South Atlantic
3124212087.0,Southwest,Not at all,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,85242,Mountain
3120741210.0,the South,Not much,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Female,45-60,"$25,000 - $49,999",Graduate degree,31636,South Atlantic
3122915009.0,Midwest,Some,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,55438,West North Central
3124842076.0,God's country(northwest us),Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,59711,Mountain
3122855938.0,northwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Graduate degree,99507,Pacific
3120788729.0,New England,Not much,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,3104,New England
3124021863.0,MId West,A lot,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Associate or bachelor degree,58554,West North Central
3123019907.0,Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,43081,East North Central
3121697133.0,central midwest,A lot,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,43147,East North Central
3123075554.0,Midwest,Not much,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,49685,East North Central
3124594389.0,Upper midwest,A lot,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Graduate degree,55439,West North Central
3123292774.0,SOUTHEAST FLORIDA,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,33411,South Atlantic
3123893651.0,mid west,Some,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,55409,West North Central
3122057047.0,Upper Midwest,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,49120,Middle Atlantic
3122392292.0,Colorado,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,80210,Mountain
3123003975.0,North east,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,18963,Middle Atlantic
3122895828.0,Northeast,Not at all,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Male,30-44,"$50,000 - $99,999",Some college,11566,Middle Atlantic
3124631385.0,The Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$150,000+",Associate or bachelor degree,60062,East North Central
3120718789.0,Midwest,A lot,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,49615,East North Central
3123202294.0,west coast,Not at all,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Male,18-29,"$150,000+",Some college,95695,Pacific
3124556481.0,Midwest/Great Lakes,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Graduate degree,46107,East North Central
3123229567.0,Midwest,A lot,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,68920,West North Central
3122096645.0,Suthe eastern US,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,> 60,"$0 - $24,999",High school degree,33027,South Atlantic
3121532506.0,NE TN,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Some college,37659,East South Central
3122088535.0,Northern Plains,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,55112,West North Central
3123577589.0,Mid Atlantic,Not at all,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,28374,South Atlantic
3120762559.0,West Coast,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Male,45-60,"$50,000 - $99,999",Some college,93940,Pacific
3120974257.0,CA,Some,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,96161,Pacific
3121803055.0,Midwest,Not much,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,53403,East North Central
3123174455.0,pacific northwest,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,97056,Pacific
3122280064.0,Northeastern United States,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Female,45-60,"$150,000+",Graduate degree,1880,New England
3122998795.0,Texas,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,76014,West South Central
3122781649.0,midwest,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,60657,East North Central
3121976207.0,Texas,Not at all,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,78748,West South Central
3123103609.0,North east,Not at all,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,16601,Middle Atlantic
3122715783.0,The South,Not much,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,?,Graduate degree,352542,East South Central
3123462861.0,"cold, expensive and limiting.",Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,7017,Middle Atlantic
